rental_id,customer_id,car_id,rental_date,return_date
RNT3598,CUST11750,CAR9,2024-04-14,2023-01-11
RNT3599,CUST17156,CAR19,2023-01-07,2021-12-21
RNT3600,CUST405,CAR63,2022-08-23,2022-08-22
RNT3601,CUST11052,CAR44,2023-04-01,2023-08-28
RNT3602,CUST8065,CAR71,2022-04-19,2023-04-19
RNT3603,CUST11328,CAR92,2024-04-24,2023-02-07
RNT3604,CUST8015,CAR89,2022-07-07,2022-01-29
RNT3605,CUST3430,CAR67,2023-08-28,2024-05-14
RNT3606,CUST2966,CAR16,2021-09-30,2022-05-13
RNT3607,CUST3792,CAR10,2021-12-24,2022-02-02
RNT3608,CUST13193,CAR1,2024-01-20,2023-01-11
RNT3609,CUST15301,CAR13,2024-09-07,2024-06-20
RNT3610,CUST15730,CAR77,2023-12-09,2023-07-08
RNT3611,CUST7508,CAR47,2022-12-14,2024-08-26
RNT3612,CUST8157,CAR48,2023-09-08,2023-06-09
RNT3613,CUST13741,CAR38,2024-06-14,2022-11-26
RNT3614,CUST14609,CAR86,2022-12-17,2023-12-23
RNT3615,CUST11348,CAR69,2021-11-18,2024-08-06
RNT3616,CUST15718,CAR35,2022-05-18,2022-03-06
RNT3617,CUST13582,CAR91,2022-11-29,2024-08-20
RNT3618,CUST2379,CAR31,2024-06-14,2021-11-05
RNT3619,CUST1051,CAR67,2024-07-22,2022-11-18
RNT3620,CUST9364,CAR68,2022-04-19,2023-03-15
RNT3621,CUST723,CAR60,2022-07-23,2023-04-30
RNT3622,CUST5134,CAR85,2024-01-14,2022-07-20
RNT3623,CUST11633,CAR45,2021-11-30,2022-02-19
RNT3624,CUST12175,CAR3,2022-12-25,2021-09-27
RNT3625,CUST15664,CAR76,2022-09-01,2023-07-11
RNT3626,CUST9453,CAR68,2023-09-27,2024-04-26
RNT3627,CUST7351,CAR23,2022-12-09,2024-03-07
RNT3628,CUST8673,CAR40,2024-02-14,2022-04-03
RNT3629,CUST14577,CAR33,2024-05-24,2024-02-13
RNT3630,CUST7140,CAR31,2022-08-08,2022-12-07
RNT3631,CUST15026,CAR73,2024-05-07,2023-07-27
RNT3632,CUST7885,CAR80,2022-08-31,2024-08-06
RNT3633,CUST8904,CAR23,2022-08-24,2024-05-18
RNT3634,CUST54,CAR23,2024-07-17,2021-12-05
RNT3635,CUST17019,CAR46,2024-07-09,2022-05-18
RNT3636,CUST752,CAR35,2023-11-05,2023-09-02
RNT3637,CUST4073,CAR12,2021-12-15,2021-12-02
RNT3638,CUST212,CAR17,2024-08-16,2023-04-04
RNT3639,CUST3460,CAR10,2022-07-11,2023-12-19
RNT3640,CUST8859,CAR73,2022-07-23,2022-04-26
RNT3641,CUST1671,CAR43,2021-09-16,2024-04-11
RNT3642,CUST2139,CAR35,2024-04-17,2022-08-30
RNT3643,CUST16639,CAR36,2021-11-25,2023-12-23
RNT3644,CUST14684,CAR72,2022-05-01,2023-01-13
RNT3645,CUST3331,CAR90,2021-11-25,2021-11-01
RNT3646,CUST1060,CAR32,2022-12-09,2022-10-09
RNT3647,CUST9791,CAR27,2024-04-16,2022-03-17
RNT3648,CUST4320,CAR1,2022-07-14,2023-08-11
RNT3649,CUST9879,CAR63,2022-06-12,2023-01-21
RNT3650,CUST9226,CAR81,2022-05-14,2023-08-17
RNT3651,CUST15016,CAR27,2022-08-20,2024-03-02
RNT3652,CUST7558,CAR71,2023-11-05,2022-12-24
RNT3653,CUST11374,CAR75,2022-02-12,2022-11-18
RNT3654,CUST15824,CAR84,2021-12-31,2022-06-04
RNT3655,CUST13105,CAR71,2022-10-20,2024-02-23
RNT3656,CUST6326,CAR47,2024-02-27,2022-11-17
RNT3657,CUST8705,CAR50,2024-08-04,2024-07-30
RNT3658,CUST15996,CAR30,2022-06-18,2024-06-23
RNT3659,CUST15427,CAR25,2022-05-02,2024-01-04
RNT3660,CUST13404,CAR75,2022-03-08,2024-01-05
RNT3661,CUST3334,CAR75,2022-08-06,2024-03-30
RNT3662,CUST7048,CAR57,2021-11-17,2023-10-04
RNT3663,CUST10117,CAR79,2021-11-08,2024-02-24
RNT3664,CUST1450,CAR38,2022-02-11,2022-04-12
RNT3665,CUST5369,CAR66,2022-07-07,2024-03-11
RNT3666,CUST1556,CAR70,2021-12-24,2022-12-08
RNT3667,CUST11188,CAR64,2024-02-23,2023-12-08
RNT3668,CUST3465,CAR70,2023-04-17,2021-12-01
RNT3669,CUST2447,CAR61,2024-07-10,2023-07-20
RNT3670,CUST8249,CAR17,2024-07-23,2023-11-11
RNT3671,CUST7354,CAR39,2023-07-24,2023-06-23
RNT3672,CUST5728,CAR0,2023-03-26,2022-03-21
RNT3673,CUST8583,CAR92,2022-06-03,2023-08-05
RNT3674,CUST3988,CAR71,2022-10-11,2024-06-10
RNT3675,CUST7377,CAR91,2024-01-09,2021-12-13
RNT3676,CUST4760,CAR71,2024-01-09,2024-07-22
RNT3677,CUST8264,CAR75,2024-04-24,2022-01-21
RNT3678,CUST4377,CAR47,2022-12-22,2022-05-16
RNT3679,CUST1476,CAR62,2024-08-12,2021-11-21
RNT3680,CUST4736,CAR15,2023-01-22,2023-04-21
RNT3681,CUST6282,CAR70,2023-08-23,2024-04-12
RNT3682,CUST10068,CAR63,2023-02-27,2024-01-08
RNT3683,CUST10241,CAR87,2023-12-12,2022-05-24
RNT3684,CUST11962,CAR9,2022-07-01,2023-02-14
RNT3685,CUST4775,CAR29,2021-11-05,2021-12-07
RNT3686,CUST7361,CAR9,2023-11-14,2023-10-22
RNT3687,CUST9384,CAR3,2021-11-07,2024-06-08
RNT3688,CUST13894,CAR19,2022-10-03,2022-12-25
RNT3689,CUST11068,CAR64,2022-12-20,2023-09-09
RNT3690,CUST4707,CAR65,2023-03-24,2023-05-13
RNT3691,CUST1977,CAR43,2023-07-28,2021-09-22
RNT3692,CUST4545,CAR24,2023-02-13,2023-06-13
RNT3693,CUST474,CAR19,2023-11-26,2022-01-01
RNT3694,CUST2916,CAR56,2022-01-09,2022-10-28
RNT3695,CUST13979,CAR4,2024-05-15,2023-11-10
RNT3696,CUST6865,CAR48,2024-08-04,2023-04-19
RNT3697,CUST912,CAR64,2024-07-01,2023-04-26
RNT3698,CUST9619,CAR0,2024-02-12,2022-05-06
RNT3699,CUST11753,CAR83,2023-05-27,2021-10-22
RNT3700,CUST12607,CAR4,2024-04-08,2021-12-16
RNT3701,CUST13933,CAR54,2023-12-15,2022-06-27
RNT3702,CUST14086,CAR82,2022-10-21,2022-03-01
RNT3703,CUST465,CAR89,2022-11-01,2024-02-10
RNT3704,CUST10778,CAR3,2022-11-10,2023-06-19
RNT3705,CUST4918,CAR34,2024-07-05,2023-04-03
RNT3706,CUST4245,CAR55,2022-11-02,2022-11-14
RNT3707,CUST13244,CAR62,2023-08-06,2022-07-25
RNT3708,CUST12066,CAR58,2022-01-06,2022-05-08
RNT3709,CUST14048,CAR57,2023-12-27,2023-10-06
RNT3710,CUST12235,CAR69,2022-03-05,2023-08-09
RNT3711,CUST14631,CAR93,2021-11-13,2021-11-15
RNT3712,CUST10266,CAR87,2022-06-23,2022-04-23
RNT3713,CUST14047,CAR30,2023-02-14,2023-09-11
RNT3714,CUST7021,CAR49,2024-01-03,2023-03-25
RNT3715,CUST1647,CAR38,2022-12-27,2022-10-05
RNT3716,CUST10183,CAR19,2022-11-03,2022-05-17
RNT3717,CUST8731,CAR81,2024-01-21,2023-03-28
RNT3718,CUST5172,CAR87,2024-02-15,2024-08-02
RNT3719,CUST15012,CAR59,2021-12-18,2021-11-27
RNT3720,CUST2169,CAR87,2024-03-01,2023-06-01
RNT3721,CUST12134,CAR22,2022-11-08,2024-05-09
RNT3722,CUST11343,CAR84,2023-01-04,2022-05-13
RNT3723,CUST12478,CAR87,2024-07-05,2024-03-14
RNT3724,CUST7616,CAR32,2024-03-13,2021-11-19
RNT3725,CUST16364,CAR16,2022-10-15,2023-11-01
RNT3726,CUST11523,CAR87,2022-03-23,2021-10-31
RNT3727,CUST16686,CAR90,2024-07-06,2024-08-29
RNT3728,CUST3931,CAR71,2023-03-29,2023-12-28
RNT3729,CUST8739,CAR6,2022-04-04,2024-09-06
RNT3730,CUST16849,CAR2,2024-08-25,2023-08-23
RNT3731,CUST12357,CAR34,2022-05-29,2021-12-31
RNT3732,CUST7143,CAR9,2022-07-13,2022-09-07
RNT3733,CUST14025,CAR48,2024-03-05,2023-04-20
RNT3734,CUST12361,CAR75,2022-08-11,2023-01-04
RNT3735,CUST2302,CAR51,2023-01-15,2023-03-16
RNT3736,CUST634,CAR87,2023-08-16,2024-06-14
RNT3737,CUST15030,CAR52,2022-11-04,2022-08-05
RNT3738,CUST6698,CAR44,2021-11-03,2022-10-13
RNT3739,CUST7910,CAR35,2024-02-19,2022-04-06
RNT3740,CUST4923,CAR80,2021-09-17,2022-06-16
RNT3741,CUST17285,CAR7,2023-03-17,2022-06-26
RNT3742,CUST9454,CAR30,2022-04-28,2023-12-17
RNT3743,CUST826,CAR72,2022-08-05,2023-10-22
RNT3744,CUST8779,CAR72,2022-02-18,2024-07-13
RNT3745,CUST6705,CAR19,2024-02-27,2022-09-06
RNT3746,CUST2544,CAR5,2022-09-14,2024-03-18
RNT3747,CUST16176,CAR68,2022-09-29,2023-07-16
RNT3748,CUST3658,CAR9,2023-11-13,2024-04-01
RNT3749,CUST16456,CAR54,2023-01-28,2023-05-06
RNT3750,CUST11873,CAR33,2022-09-09,2023-12-18
RNT3751,CUST8873,CAR93,2021-10-09,2024-03-13
RNT3752,CUST14672,CAR66,2023-01-21,2022-08-28
RNT3753,CUST8884,CAR43,2021-12-18,2022-07-21
RNT3754,CUST4730,CAR9,2023-08-26,2021-11-19
RNT3755,CUST5258,CAR51,2022-11-04,2021-10-30
RNT3756,CUST13409,CAR31,2023-02-22,2022-01-28
RNT3757,CUST472,CAR27,2022-11-29,2022-11-16
RNT3758,CUST5317,CAR36,2023-12-07,2023-03-06
RNT3759,CUST3201,CAR51,2023-06-05,2024-05-07
RNT3760,CUST16538,CAR77,2022-11-05,2022-06-28
RNT3761,CUST14821,CAR31,2022-03-08,2022-02-25
RNT3762,CUST8534,CAR77,2022-03-19,2023-10-08
RNT3763,CUST17107,CAR90,2021-12-14,2023-09-22
RNT3764,CUST7708,CAR83,2021-12-28,2024-08-20
RNT3765,CUST4120,CAR54,2022-08-11,2024-03-21
RNT3766,CUST3698,CAR14,2024-04-20,2024-04-01
RNT3767,CUST13997,CAR80,2023-04-25,2022-07-16
RNT3768,CUST5247,CAR5,2024-04-20,2022-06-17
RNT3769,CUST2083,CAR13,2023-03-08,2023-04-28
RNT3770,CUST2980,CAR53,2023-09-12,2022-10-09
RNT3771,CUST9589,CAR45,2023-01-30,2023-02-02
RNT3772,CUST11031,CAR85,2023-04-04,2023-09-01
RNT3773,CUST11260,CAR16,2023-05-20,2021-11-17
RNT3774,CUST10970,CAR58,2021-11-14,2022-06-20
RNT3775,CUST8868,CAR9,2022-01-01,2024-09-07
RNT3776,CUST9548,CAR57,2022-12-19,2023-01-23
RNT3777,CUST15128,CAR10,2023-04-11,2024-01-08
RNT3778,CUST5233,CAR47,2022-07-12,2023-05-02
RNT3779,CUST14272,CAR57,2022-09-07,2022-09-04
RNT3780,CUST1462,CAR44,2022-11-18,2022-03-17
RNT3781,CUST8926,CAR16,2024-01-04,2022-04-17
RNT3782,CUST13321,CAR17,2024-04-26,2022-10-17
RNT3783,CUST8703,CAR62,2024-01-13,2024-03-18
RNT3784,CUST6942,CAR39,2022-11-10,2024-08-03
RNT3785,CUST3956,CAR13,2023-02-21,2022-08-24
RNT3786,CUST8814,CAR37,2023-09-10,2024-06-27
RNT3787,CUST12041,CAR81,2023-07-01,2024-06-16
RNT3788,CUST7914,CAR29,2023-09-29,2023-06-06
RNT3789,CUST12577,CAR58,2022-06-09,2024-07-13
RNT3790,CUST5420,CAR74,2022-11-06,2023-05-22
RNT3791,CUST4715,CAR42,2023-05-24,2023-02-07
RNT3792,CUST1182,CAR29,2023-06-29,2022-12-01
RNT3793,CUST14669,CAR46,2022-07-30,2024-07-08
RNT3794,CUST2285,CAR23,2022-08-30,2024-02-04
RNT3795,CUST15019,CAR27,2022-04-12,2023-04-14
RNT3796,CUST7207,CAR34,2022-01-30,2023-09-23
RNT3797,CUST16067,CAR3,2023-12-06,2021-11-29
RNT3798,CUST16235,CAR8,2024-01-17,2022-09-25
RNT3799,CUST9404,CAR70,2023-06-27,2023-11-21
RNT3800,CUST3517,CAR4,2022-12-05,2024-06-08
RNT3801,CUST3356,CAR34,2023-05-14,2023-06-23
RNT3802,CUST14209,CAR61,2022-08-31,2023-06-25
RNT3803,CUST1999,CAR74,2024-08-02,2022-01-22
RNT3804,CUST7143,CAR30,2023-11-26,2022-09-20
RNT3805,CUST5185,CAR33,2024-01-06,2023-10-29
RNT3806,CUST6962,CAR0,2022-11-25,2022-02-20
RNT3807,CUST11395,CAR54,2021-10-29,2022-08-17
RNT3808,CUST7608,CAR66,2022-04-22,2024-05-03
RNT3809,CUST13620,CAR69,2023-08-19,2021-11-23
RNT3810,CUST16205,CAR74,2024-04-30,2023-06-01
RNT3811,CUST15016,CAR69,2023-06-26,2024-09-12
RNT3812,CUST8637,CAR71,2024-01-17,2024-08-12
RNT3813,CUST9757,CAR8,2022-09-15,2022-04-07
RNT3814,CUST17300,CAR79,2022-02-18,2023-08-13
RNT3815,CUST14727,CAR55,2023-07-07,2024-06-13
RNT3816,CUST13198,CAR23,2024-04-04,2022-04-28
RNT3817,CUST1568,CAR83,2023-04-29,2022-10-15
RNT3818,CUST7824,CAR4,2023-02-15,2023-04-26
RNT3819,CUST1077,CAR87,2023-05-26,2022-03-19
RNT3820,CUST16207,CAR16,2024-02-23,2022-05-06
RNT3821,CUST8078,CAR36,2023-01-25,2022-08-20
RNT3822,CUST7032,CAR41,2023-06-23,2021-11-20
RNT3823,CUST4395,CAR20,2024-06-04,2023-06-16
RNT3824,CUST5965,CAR66,2022-02-14,2023-04-22
RNT3825,CUST13313,CAR33,2024-04-05,2022-01-21
RNT3826,CUST784,CAR70,2022-06-16,2021-09-27
RNT3827,CUST3773,CAR15,2022-10-08,2023-04-05
RNT3828,CUST6351,CAR64,2022-11-24,2024-07-12
RNT3829,CUST3529,CAR42,2022-06-25,2024-06-21
RNT3830,CUST11166,CAR9,2023-11-12,2024-04-03
RNT3831,CUST5619,CAR12,2021-10-22,2022-04-09
RNT3832,CUST14470,CAR70,2023-02-14,2022-10-21
RNT3833,CUST427,CAR43,2023-07-04,2021-10-20
RNT3834,CUST16663,CAR71,2022-12-01,2024-08-17
RNT3835,CUST3480,CAR42,2023-01-27,2023-05-09
RNT3836,CUST16254,CAR63,2023-04-23,2023-09-02
RNT3837,CUST7793,CAR64,2024-05-28,2024-05-25
RNT3838,CUST10026,CAR83,2023-04-26,2021-12-28
RNT3839,CUST9191,CAR84,2023-08-11,2022-04-08
RNT3840,CUST11465,CAR35,2024-03-22,2023-06-10
RNT3841,CUST9311,CAR74,2023-09-17,2022-06-06
RNT3842,CUST10420,CAR32,2023-09-04,2024-08-17
RNT3843,CUST2908,CAR12,2022-04-25,2022-01-31
RNT3844,CUST15719,CAR17,2023-04-06,2022-03-25
RNT3845,CUST4439,CAR89,2024-08-18,2022-11-17
RNT3846,CUST650,CAR68,2022-08-03,2023-04-11
RNT3847,CUST15867,CAR0,2023-08-03,2024-08-02
RNT3848,CUST1360,CAR81,2022-08-06,2023-02-14
RNT3849,CUST12096,CAR38,2022-09-25,2024-04-12
RNT3850,CUST13732,CAR85,2021-11-25,2022-06-20
RNT3851,CUST4081,CAR19,2024-03-18,2023-09-19
RNT3852,CUST695,CAR66,2024-03-24,2024-04-23
RNT3853,CUST5743,CAR38,2023-06-18,2024-07-07
RNT3854,CUST14985,CAR15,2022-03-23,2024-02-24
RNT3855,CUST8043,CAR50,2022-04-30,2021-09-24
RNT3856,CUST14576,CAR69,2023-01-16,2022-03-30
RNT3857,CUST17156,CAR10,2023-02-23,2023-04-04
RNT3858,CUST12230,CAR21,2022-01-07,2021-09-29
RNT3859,CUST10249,CAR57,2021-12-30,2022-12-11
RNT3860,CUST13710,CAR13,2024-08-08,2024-01-14
RNT3861,CUST13001,CAR39,2024-05-02,2022-02-24
RNT3862,CUST3251,CAR44,2022-12-18,2024-03-07
RNT3863,CUST15881,CAR34,2022-03-22,2022-03-08
RNT3864,CUST5123,CAR57,2022-05-14,2023-12-02
RNT3865,CUST5056,CAR91,2022-12-12,2023-02-09
RNT3866,CUST3460,CAR26,2023-05-20,2023-08-10
RNT3867,CUST89,CAR42,2024-04-07,2024-07-20
RNT3868,CUST14683,CAR9,2024-09-01,2023-02-09
RNT3869,CUST2209,CAR77,2023-06-07,2022-06-19
RNT3870,CUST8274,CAR32,2024-07-02,2024-08-11
RNT3871,CUST5044,CAR40,2022-09-17,2023-05-08
RNT3872,CUST14311,CAR31,2023-09-17,2022-04-26
RNT3873,CUST5167,CAR14,2021-10-03,2023-10-14
RNT3874,CUST4346,CAR89,2022-03-17,2023-05-25
RNT3875,CUST13221,CAR60,2022-08-07,2023-08-30
RNT3876,CUST11506,CAR40,2024-08-27,2023-01-02
RNT3877,CUST3454,CAR30,2024-08-14,2021-10-07
RNT3878,CUST7616,CAR13,2024-01-15,2023-11-08
RNT3879,CUST4636,CAR32,2022-11-24,2023-08-26
RNT3880,CUST16365,CAR83,2023-06-23,2023-06-04
RNT3881,CUST2903,CAR33,2021-09-17,2023-11-05
RNT3882,CUST2468,CAR93,2022-06-07,2023-08-08
RNT3883,CUST10149,CAR91,2023-07-02,2024-06-12
RNT3884,CUST2281,CAR89,2021-12-09,2022-08-13
RNT3885,CUST4675,CAR75,2022-03-30,2022-05-18
RNT3886,CUST12274,CAR46,2022-02-19,2022-02-13
RNT3887,CUST13186,CAR37,2022-01-14,2024-01-19
RNT3888,CUST6849,CAR73,2023-12-20,2022-02-02
RNT3889,CUST13510,CAR3,2022-09-16,2022-03-14
RNT3890,CUST16615,CAR90,2024-03-13,2022-04-14
RNT3891,CUST10620,CAR39,2023-09-27,2022-10-22
RNT3892,CUST5305,CAR0,2023-06-22,2024-06-11
RNT3893,CUST2443,CAR92,2023-01-25,2023-06-21
RNT3894,CUST5179,CAR4,2021-10-03,2022-12-13
RNT3895,CUST4556,CAR1,2022-04-11,2022-02-01
RNT3896,CUST5229,CAR29,2022-12-24,2024-03-15
RNT3897,CUST2406,CAR54,2023-08-11,2023-02-16
RNT3898,CUST1318,CAR8,2023-05-21,2021-09-21
RNT3899,CUST8293,CAR67,2022-06-28,2022-10-01
RNT3900,CUST12183,CAR59,2022-04-12,2022-05-10
RNT3901,CUST12996,CAR84,2024-08-11,2024-01-17
RNT3902,CUST16450,CAR74,2024-04-01,2023-02-24
RNT3903,CUST12697,CAR58,2024-07-25,2022-09-23
RNT3904,CUST146,CAR87,2024-02-11,2024-04-21
RNT3905,CUST11337,CAR70,2021-10-30,2024-09-03
RNT3906,CUST3294,CAR68,2023-07-01,2022-11-19
RNT3907,CUST13613,CAR67,2021-12-24,2023-09-02
RNT3908,CUST6252,CAR46,2024-02-06,2022-12-10
RNT3909,CUST13678,CAR3,2023-10-11,2022-12-09
RNT3910,CUST15692,CAR82,2024-03-06,2021-10-23
RNT3911,CUST7864,CAR14,2024-03-31,2024-05-15
RNT3912,CUST16632,CAR88,2024-08-25,2022-07-28
RNT3913,CUST15268,CAR23,2024-04-29,2023-01-11
RNT3914,CUST10490,CAR22,2023-10-17,2021-11-29
RNT3915,CUST15666,CAR16,2024-02-11,2023-09-26
RNT3916,CUST8509,CAR37,2024-07-30,2022-02-01
RNT3917,CUST2256,CAR47,2024-05-10,2022-08-07
RNT3918,CUST14236,CAR52,2023-04-06,2022-02-10
RNT3919,CUST5682,CAR21,2021-11-09,2021-09-20
RNT3920,CUST9016,CAR68,2022-08-25,2022-08-06
RNT3921,CUST5230,CAR52,2023-01-21,2024-02-17
RNT3922,CUST14987,CAR8,2022-09-25,2023-03-01
RNT3923,CUST270,CAR53,2024-04-04,2022-05-20
RNT3924,CUST14397,CAR7,2023-07-28,2023-07-05
RNT3925,CUST5402,CAR28,2022-05-09,2022-04-23
RNT3926,CUST4271,CAR47,2024-06-11,2024-05-31
RNT3927,CUST10776,CAR77,2022-12-04,2023-09-24
RNT3928,CUST11916,CAR38,2024-05-22,2023-10-19
RNT3929,CUST1630,CAR69,2022-06-11,2024-07-04
RNT3930,CUST12162,CAR88,2022-08-04,2022-06-30
RNT3931,CUST6369,CAR14,2023-09-29,2023-10-02
RNT3932,CUST9567,CAR34,2023-03-06,2022-01-13
RNT3933,CUST8957,CAR93,2023-08-31,2023-11-29
RNT3934,CUST6232,CAR6,2023-05-04,2024-06-15
RNT3935,CUST6992,CAR38,2024-07-26,2021-10-18
RNT3936,CUST2280,CAR75,2023-03-03,2024-05-28
RNT3937,CUST1955,CAR10,2021-09-29,2023-01-30
RNT3938,CUST13539,CAR60,2024-08-07,2024-03-24
RNT3939,CUST14160,CAR21,2022-12-03,2023-08-30
RNT3940,CUST9657,CAR64,2024-05-15,2022-11-22
RNT3941,CUST10815,CAR56,2021-09-29,2023-09-01
RNT3942,CUST703,CAR33,2021-10-21,2022-01-16
RNT3943,CUST2256,CAR32,2023-04-06,2024-05-22
RNT3944,CUST7524,CAR85,2023-08-31,2021-11-13
RNT3945,CUST2531,CAR68,2023-06-22,2022-06-03
RNT3946,CUST13124,CAR4,2024-04-26,2024-01-22
RNT3947,CUST3243,CAR78,2022-06-06,2022-02-13
RNT3948,CUST3429,CAR43,2023-01-09,2024-06-08
RNT3949,CUST13153,CAR31,2021-10-15,2022-11-23
RNT3950,CUST218,CAR88,2024-05-16,2022-07-08
RNT3951,CUST11420,CAR3,2022-12-12,2024-01-22
RNT3952,CUST15021,CAR59,2023-08-06,2021-10-20
RNT3953,CUST12265,CAR41,2023-03-19,2022-02-01
RNT3954,CUST4013,CAR9,2024-07-28,2023-04-02
RNT3955,CUST6719,CAR70,2023-07-10,2021-10-18
RNT3956,CUST15054,CAR55,2024-07-15,2022-05-05
RNT3957,CUST13758,CAR71,2022-04-21,2023-12-17
RNT3958,CUST9597,CAR83,2023-03-10,2023-02-15
RNT3959,CUST4618,CAR26,2023-08-24,2023-05-15
RNT3960,CUST14648,CAR62,2024-06-07,2022-02-23
RNT3961,CUST15157,CAR33,2023-01-28,2024-01-27
RNT3962,CUST15108,CAR72,2022-06-15,2024-06-13
RNT3963,CUST6030,CAR25,2022-01-02,2023-08-11
RNT3964,CUST6298,CAR35,2024-09-07,2021-09-29
RNT3965,CUST7307,CAR87,2024-03-09,2024-03-07
RNT3966,CUST15906,CAR84,2024-06-10,2021-12-04
RNT3967,CUST16362,CAR65,2021-11-04,2023-02-17
RNT3968,CUST7838,CAR61,2023-01-04,2022-03-25
RNT3969,CUST696,CAR21,2022-08-10,2023-05-10
RNT3970,CUST576,CAR93,2023-03-31,2024-06-12
RNT3971,CUST11824,CAR75,2024-04-14,2024-06-20
RNT3972,CUST16866,CAR6,2023-08-16,2023-04-11
RNT3973,CUST9306,CAR0,2022-03-01,2022-12-22
RNT3974,CUST8652,CAR54,2021-10-13,2022-07-29
RNT3975,CUST8400,CAR53,2024-01-12,2021-12-09
RNT3976,CUST10941,CAR75,2023-09-09,2022-01-31
RNT3977,CUST1271,CAR53,2022-01-31,2022-12-02
RNT3978,CUST9540,CAR13,2022-04-14,2022-07-26
RNT3979,CUST14507,CAR24,2022-10-25,2023-11-13
RNT3980,CUST8917,CAR36,2022-11-03,2022-06-27
RNT3981,CUST9076,CAR68,2023-10-03,2023-07-24
RNT3982,CUST6861,CAR37,2021-11-14,2022-10-01
RNT3983,CUST11481,CAR41,2023-06-12,2024-02-07
RNT3984,CUST352,CAR35,2023-01-12,2024-04-12
RNT3985,CUST14910,CAR9,2024-06-13,2023-05-27
RNT3986,CUST7667,CAR3,2022-04-06,2024-05-28
RNT3987,CUST9800,CAR73,2022-05-30,2022-02-17
RNT3988,CUST13715,CAR53,2022-02-20,2022-01-23
RNT3989,CUST12639,CAR66,2024-01-02,2022-09-21
RNT3990,CUST11362,CAR51,2022-01-19,2021-12-24
RNT3991,CUST5748,CAR90,2023-01-12,2021-12-24
RNT3992,CUST4907,CAR26,2024-01-31,2024-08-27
RNT3993,CUST2575,CAR31,2023-12-06,2023-09-10
RNT3994,CUST16556,CAR90,2023-12-20,2023-11-01
RNT3995,CUST13643,CAR80,2022-04-03,2022-01-27
RNT3996,CUST14016,CAR63,2023-06-29,2021-09-23
RNT3997,CUST455,CAR4,2023-11-28,2021-12-19
RNT3998,CUST12157,CAR51,2022-01-01,2022-10-26
RNT3999,CUST28,CAR34,2022-01-31,2024-04-15
RNT4000,CUST7186,CAR73,2024-01-03,2024-09-08
RNT4001,CUST774,CAR37,2023-05-13,2024-06-05
RNT4002,CUST16253,CAR31,2023-10-14,2023-07-06
RNT4003,CUST17028,CAR20,2023-08-09,2024-02-07
RNT4004,CUST5125,CAR66,2021-11-18,2024-06-23
RNT4005,CUST14896,CAR29,2023-01-09,2022-06-27
RNT4006,CUST4306,CAR81,2021-11-28,2023-01-02
RNT4007,CUST3415,CAR62,2023-10-05,2023-10-22
RNT4008,CUST10447,CAR31,2024-01-28,2022-06-07
RNT4009,CUST7423,CAR56,2021-12-01,2022-03-23
RNT4010,CUST15083,CAR49,2022-12-14,2024-08-13
RNT4011,CUST6417,CAR56,2023-03-09,2024-02-19
RNT4012,CUST10302,CAR85,2023-11-11,2021-11-30
RNT4013,CUST13994,CAR79,2022-07-31,2024-05-10
RNT4014,CUST4554,CAR3,2022-11-15,2021-10-29
RNT4015,CUST2970,CAR88,2022-01-28,2022-04-27
RNT4016,CUST15449,CAR43,2022-10-06,2021-12-03
RNT4017,CUST614,CAR59,2022-12-19,2022-12-25
RNT4018,CUST12824,CAR15,2022-10-04,2023-05-14
RNT4019,CUST10583,CAR83,2022-08-28,2022-01-21
RNT4020,CUST13917,CAR33,2022-05-11,2023-09-26
RNT4021,CUST1856,CAR7,2022-07-09,2023-04-29
RNT4022,CUST16136,CAR47,2023-03-05,2023-08-24
RNT4023,CUST229,CAR67,2023-12-10,2022-07-14
RNT4024,CUST14773,CAR47,2021-10-30,2024-07-09
RNT4025,CUST11992,CAR56,2024-04-05,2022-11-12
RNT4026,CUST3768,CAR21,2024-03-12,2023-10-16
RNT4027,CUST1107,CAR70,2022-07-04,2021-09-20
RNT4028,CUST12815,CAR79,2023-01-14,2023-11-29
RNT4029,CUST6252,CAR78,2023-12-20,2023-01-21
RNT4030,CUST16710,CAR17,2024-08-16,2024-06-04
RNT4031,CUST9628,CAR81,2023-06-09,2022-05-13
RNT4032,CUST11424,CAR46,2024-06-21,2021-09-22
RNT4033,CUST9121,CAR67,2022-08-25,2022-02-17
RNT4034,CUST1215,CAR23,2024-04-19,2022-07-23
RNT4035,CUST15769,CAR45,2023-01-09,2024-05-07
RNT4036,CUST2122,CAR47,2022-10-16,2021-11-28
RNT4037,CUST16276,CAR29,2023-03-23,2022-02-02
RNT4038,CUST584,CAR1,2022-06-06,2022-08-03
RNT4039,CUST7500,CAR33,2022-04-07,2023-02-19
RNT4040,CUST4512,CAR21,2022-01-06,2022-03-02
RNT4041,CUST14231,CAR34,2023-07-25,2023-02-15
RNT4042,CUST9092,CAR89,2023-09-24,2022-09-07
RNT4043,CUST233,CAR0,2022-01-23,2023-09-04
RNT4044,CUST16471,CAR32,2024-03-16,2023-08-04
RNT4045,CUST14780,CAR11,2024-01-22,2024-02-22
RNT4046,CUST13693,CAR69,2024-03-01,2022-08-15
RNT4047,CUST6409,CAR56,2021-11-09,2022-05-29
RNT4048,CUST1467,CAR40,2022-11-28,2024-07-13
